token,token_id,cluster
спрятав,98596,108
выдохнул,29284,108
вскричал,38124,108
зажмурился,69031,108
выронил,69052,108
дрогнула,80346,108
выдернул,62268,108
дернулся,47538,108
замерло,72914,108
вскочил,17783,108
вздохнул,8761,108
шипя,72578,108
дрогнул,49800,108
рванул,39375,108
повре,6243,108
хмыкнула,58918,108
охнул,98743,108
задохнулся,79052,108
отдернул,94268,108
упреков,108567,108
покачнулся,98733,108
воплем,80358,108
вынесла,53418,108
дрожащим,58965,108
обидел,57699,108
моргнув,100860,108
шмыгнул,119741,108
распух,89130,108
огрызнулась,98347,108
взмахнул,47416,108
поразил,34383,108
рыкнул,108418,108
выпустило,76008,108
хмыкнул,21757,108
вонзился,120050,108
вынула,64833,108
пискнула,116475,108
ощутил,21676,108
удивлен,29046,108
вздрогнула,28977,108
отрубил,105086,108
метнулся,53069,108
дрожащие,104948,108
кричу,84476,108
Вздох,62404,108
откусил,104919,108
порылся,108119,108
выругался,34257,108
треснул,108541,108
шепнул,35833,108
забросив,105246,108
вскинул,34517,108
охнула,110735,108
отпускал,79987,108
ткнулся,114221,108
пнул,64914,108
бросал,43992,108
запнулся,67477,108
вздохнула,12785,108
играл,7916,108
рычал,109335,108
дрожат,73371,108
вре,901,108
сдернул,119411,108
поежился,78825,108
взмыл,103912,108
затишь,49350,108
рявкнул,32382,108
порвал,66832,108
вскинула,56195,108
потрясена,93356,108
зевнула,109408,108
махнул,18290,108
издав,118672,108
вздыхает,64560,108
вскочила,34758,108
сверкнули,68380,108
лежит,8862,108
твердил,63053,108
тряхнул,63052,108
откинулась,57154,108
отвернулся,24614,108
суметь,89654,108
зашипел,78070,108
сомкну,81787,108
выпал,34914,108
воплей,115136,108
спрыгнула,93134,108
сжав,57195,108
бросали,39984,108
пытали,66958,108
пробил,22817,108
выбросила,81665,108
уронив,105659,108
муках,89812,108
путаю,100574,108
побил,63204,108
рвался,68307,108
вика,34876,108
подвела,50121,108
кричал,19725,108
поежилась,91053,108
рявкнула,106976,108
отпрянул,69811,108
выдохнула,43674,108
погубил,94109,108
пошатнулся,91073,108
дрожать,69397,108
моргнул,71538,108
разбил,29641,108
запели,110348,108
рванулся,52600,108
Попав,104372,108
бросила,17107,108
шептал,56389,108
выскочила,43620,108
ринулась,93595,108
вздрогнули,101497,108
случайно,7624,108
пискнул,119251,108
выскочил,24244,108
дрожит,58650,108
смутно,34707,108
постучал,33792,108
огрызнулся,58760,108
удивлены,56320,108
морщась,95132,108
ударился,43557,108
шептались,118984,108
выбило,104239,108
обиде,85228,108
мучается,106960,108
поразив,113647,108
зевнул,59752,108
крупней,5247,109
Великан,106743,109
крупнейшим,24583,109
Огром,16262,109
Крупнейшим,116074,109
Крупный,71355,109
Наибольшую,84558,109
немалой,75956,109
Большая,12851,109
громадных,96271,109
велико,7158,109
крупная,25314,109
Крупные,50658,109
большу,101841,109
Больших,91227,109
наибольшую,57539,109
Крупнейшая,82370,109
громадный,58821,109
Огромный,28513,109
Огромные,60900,109
крупной,18380,109
большие,5798,109
Великой,6439,109
больших,8031,109
Велика,86760,109
Великому,63544,109
крупные,10054,109
увеличатся,104562,109
большая,5820,109
великая,28443,109
громадную,107989,109
велик,27177,109
Великом,54255,109
крупный,13826,109
крупными,23237,109
большую,6193,109
больший,29624,109
Огромная,62800,109
Велико,4384,109
крупнейших,10374,109
великан,53021,109
Великую,49603,109
громадные,66802,109
Большие,32771,109
крупных,7009,109
Большим,66486,109
велика,19097,109
большим,6413,109
крупном,20574,109
Великая,26250,109
крупное,32871,109
наибольшей,49057,109
Крупная,113918,109
крупнейшая,45675,109
великую,40449,109
великой,17325,109
гранд,106150,109
Большую,27639,109
крупно,18772,109
крупным,17905,109
восемь,6061,110
шест,17961,110
Пятый,44352,110
Шест,80504,110
шестую,76175,110
Пяти,28405,110
тридца,44260,110
десяток,18144,110
четырём,110601,110
пятерки,69011,110
Десяти,79927,110
восьмую,109332,110
пятом,29120,110
восьмая,120029,110
девятку,78941,110
десятка,16013,110
Пет,1529,110
Девятый,110245,110
Десять,26948,110
Семь,26785,110
пятый,18674,110
пятым,48025,110
девят,30859,110
шестым,58327,110
девятой,70503,110
пятерка,91608,110
Пять,16194,110
Шесть,26200,110
Седьмой,54695,110
шестью,39063,110
четвёрки,112081,110
Семи,25835,110
восем,5340,110
пятых,101816,110
Четырёх,111579,110
шести,5813,110
девятом,61947,110
Пята,118859,110
десятой,63084,110
Восьми,101548,110
десятку,30094,110
Тридцать,47219,110
Девять,47883,110
семи,7082,110
пятью,29829,110
четырёх,11105,110
Пятой,81903,110
девятый,51958,110
Пятеро,51934,110
пет,5203,110
пятую,44590,110
седьмой,25416,110
шестая,77752,110
Восем,30342,110
десятом,77685,110
девятым,108356,110
Шеста,67241,110
десятью,65295,110
Восемь,35061,110
четырьмя,21675,110
Девяти,115346,110
Девя,23052,110
девя,4340,110
Шести,60834,110
седьмая,99793,110
четыр,8468,110
шестой,21375,110
десятый,45465,110
десятую,85883,110
пяти,3762,110
пять,2762,110
пятой,24575,110
Пят,23417,110
восьми,8455,110
шесть,4439,110
десять,4610,110
десяти,4922,110
пятеро,23654,110
Шестой,64947,110
шестом,32897,110
десятых,88649,110
пятерых,32691,110
девять,8493,110
пятерку,45849,110
седьмую,100292,110
пятое,33649,110
девятью,88558,110
восьм,108040,110
девяти,12768,110
восемью,73276,110
семь,3038,110
десятком,89690,110
Четыр,57567,110
девяно,21365,110
пят,3379,110
Ген,3712,111
генами,119806,111
Эволюция,95398,111
геном,63287,111
РНК,49830,111
мутация,115361,111
гены,47046,111
эволюция,52396,111
ДНК,16227,111
Гена,30718,111
эмбриона,71973,111
гена,39094,111
мутаций,89784,111
генома,75513,111
генов,37336,111
ген,5239,111
эмбрио,94826,111
Гену,87275,111
Дарвин,81779,111
дыхательной,117801,112
дышали,102013,112
вздох,5446,112
астмы,107465,112
дышал,43496,112
нюх,105361,112
духам,119614,112
нюха,119134,112
вдохнул,62156,112
дыха,7279,112
лёгких,42327,112
дыханию,112226,112
бронхи,63800,112
вздоха,114441,112
дыханием,55687,112
вдохнуть,73817,112
пахло,29523,112
вдыхая,87152,112
пахну,44157,112
кашель,55660,112
вдохнула,92318,112
дышат,96748,112
Вдох,61772,112
вздохи,101036,112
дышать,19887,112
Дыхание,32287,112
дышит,25204,112
дыхание,10575,112
пахнуло,113262,112
пахнут,87916,112
лёгкие,61616,112
дыша,30347,112
подышать,84768,112
пахнет,26145,112
вдох,9333,112
дыхания,26518,112
кашля,38944,112
понюхал,106888,112
экспертам,71133,113
учеными,39848,113
учёные,28308,113
ученым,28529,113
науч,106176,113
эксперт,10454,113
эксперты,9318,113
проф,10486,113
учёным,60775,113
Научные,77414,113
Наук,85666,113
Ученый,64078,113
изучены,76983,113
экспертов,10566,113
экспертами,44286,113
др,7669,113
наук,6785,113
ученый,19199,113
ученых,11986,113
учёный,26857,113
Эксперты,16485,113
Научный,83141,113
Учёные,67070,113
экспертизу,29440,113
учёными,73884,113
учению,64307,113
Научно,40658,113
Историк,67918,113
эксперта,24358,113
экспертной,65254,113
изучается,100449,113
Эксперт,27083,113
экспертным,119973,113
Науки,116641,113
учений,20174,113
Экспертиза,91581,113
ученой,90975,113
экспертных,93260,113
изучают,41784,113
изучен,113589,113
экспертом,64625,113
учёных,27239,113
учениях,32400,113
науке,17980,113
науки,7879,113
изучена,116699,113
изучаются,113644,113
учены,5001,113
Учены,14560,113
наукой,37402,113
экспертиз,52123,113
учёной,93436,113
экспертный,114048,113
знатоки,100987,113
экспертиза,31625,113
Корни,25765,114
Корней,89408,114
Корнелия,90002,114
Корнелий,97136,114
Корделия,81130,114
Корне,25474,114
кратный,99050,115
повестки,33909,115
Текст,21236,115
очерк,65844,115
вписать,99092,115
ноты,50431,115
хронике,65755,115
строчке,41249,115
сериалу,93357,115
разделы,60354,115
эпизодам,89450,115
грамотных,104033,115
летописях,92804,115
эпизод,17786,115
письмо,6117,115
записке,33504,115
запиской,115121,115
напишет,50139,115
строчка,78075,115
эпизодах,56404,115
записью,58402,115
содержанию,33942,115
слова,1290,115
писало,97316,115
подчеркивал,50154,115
листах,87345,115
пометки,99997,115
комендатуры,113409,115
пишет,3660,115
нот,77960,115
Нота,118795,115
вступило,47331,115
частью,5866,115
грамот,13520,115
летопись,63156,115
отрывки,60794,115
прозаик,74483,115
постам,113533,115
Хроника,38538,115
сюжетов,54446,115
поэм,107579,115
книга,9513,115
сюжетной,90015,115
надписей,65593,115
заметки,37039,115
писал,6378,115
описа,4490,115
буквам,119055,115
Сериал,55861,115
роман,6713,115
Тексты,111645,115
букв,27023,115
верши,9584,115
записной,95067,115
Писа,15266,115
строчку,23416,115
твори,11379,115
буква,5779,115
хронику,117997,115
Лист,99682,115
Читал,58734,115
нота,47272,115
буквой,61997,115
Серий,82560,115
книгой,30530,115
знаковых,107881,115
повесть,33433,115
Письмо,29915,115
Истори,23209,115
Запись,44546,115
Книгу,48002,115
Думе,34980,115
сюжетных,104345,115
прозы,53786,115
строка,63594,115
Серия,39874,115
книго,42955,115
подчеркнув,42962,115
сценами,99811,115
почерк,54257,115
Текстовая,30488,115
пунктом,27129,115
подставки,37329,115
секций,65673,115
Письма,50311,115
фразы,20843,115
грамотный,77525,115
Писал,68603,115
строке,65987,115
подчеркиваю,91233,115
чита,3963,115
пишется,51208,115
буквами,26626,115
сериалом,107032,115
Цита,41728,115
книг,8626,115
строки,25379,115
книге,8891,115
писа,2428,115
пишут,10352,115
наводит,59002,115
записок,75574,115
сценарий,14829,115
ноте,67650,115
эпизоды,42186,115
чтений,116227,115
роману,49678,115
пунктах,19623,115
Пись,20216,115
записную,84209,115
част,2300,115
страни,31571,115
рукописей,53309,115
строчки,34542,115
поез,10404,115
Речной,25676,115
Останови,24634,115
Роман,8551,115
романе,24387,115
эпизоде,31651,115
издаёт,116917,115
выписан,90918,115
слове,13096,115
пишем,90920,115
страничку,103018,115
экземпляр,37967,115
записях,66504,115
Читай,105182,115
Сцена,31976,115
грамоте,61336,115
шрифтом,59730,115
надписью,20042,115
письмах,44088,115
сериалы,53156,115
грамоту,61268,115
книгу,7824,115
Сценарий,49563,115
ЧИТАЙ,51073,115
шрифт,91235,115
подчеркивают,34459,115
Роману,76003,115
метки,84925,115
фрагмент,35826,115
хроника,68761,115
хроник,120051,115
раздел,15790,115
письме,12459,115
Цит,76296,115
букве,85210,115
ручкой,46206,115
подчеркну,35966,115
писем,19785,115
Книга,19908,115
грамотные,108246,115
нотки,46147,115
стиха,75890,115
стр,17335,115
Историю,66361,115
прозу,89046,115
стихов,25223,115
подчеркнуть,28828,115
записям,85578,115
книгам,56953,115
вычетом,92230,115
сюжета,24027,115
серию,13244,115
Очерки,97980,115
главы,4050,115
ном,90488,115
буквы,17595,115
грамоты,48211,115
эпизода,32828,115
рукопись,35294,115
рифму,118645,115
сюжет,8055,115
стих,39746,115
содержания,11698,115
строк,32888,115
пишутся,92319,115
ноту,61668,115
читалось,80441,115
листом,83013,115
сочинять,67198,115
сюжеты,43707,115
книгах,23857,115
сюжету,42694,115
учебник,45672,115
литера,4006,115
надпись,11621,115
Пишут,111760,115
письма,8399,115
письмен,11605,115
секцию,70450,115
заметок,89344,115
проказ,111957,115
строку,65883,115
записку,24078,115
ленты,19355,115
разделов,69059,115
логи,5416,115
издано,83720,115
письму,75285,115
записей,24172,115
страничке,56674,115
пишу,7295,115
читаем,58146,115
листа,28503,115
эпизоду,88424,115
сюжетом,62653,115
подчеркивая,67258,115
справочник,72038,115
постах,51347,115
Думы,19180,115
Надпись,80259,115
наводи,88407,115
эма,80818,116
Ефремов,56660,116
Эфе,81209,116
Ефим,60338,116
Энер,15068,116
Илья,10215,116
Ельцину,98225,116
эскадрой,81242,116
Еду,78275,116
Егор,17524,116
Эмиль,53898,116
эпи,4486,116
Эльф,66225,116
Эв,40256,116
Эка,105013,116
Еву,94140,116
Эва,69830,116
эф,66634,116
Еси,114683,116
эфе,87614,116
эксце,73475,116
Ибо,14917,116
Ено,94548,116
Ед,38052,116
Еле,59096,116
ЕС,3896,116
Евгению,46294,116
Эп,69588,116
экста,40758,116
Эриком,98813,116
Э,185,116
Евдокия,79129,116
Анге,10716,116
Эпи,22260,116
Эли,10016,116
ель,50008,116
Еванге,22826,116
Ефимов,66337,116
Ели,21826,116
Ион,107939,116
Эльбрус,80873,116
эс,14573,116
Эльзас,114361,116
экспе,4169,116
Экстра,84836,116
ЕКА,113632,116
эль,9100,116
Есте,54725,116
эскимо,83653,116
Енисея,85840,116
Эрл,96145,116
Ел,75243,116
ел,26011,116
элите,65364,116
Эмир,106419,116
Илия,113242,116
экс,2048,116
Ираклий,77089,116
Экс,6924,116
Эст,70635,116
осел,51576,116
эман,106253,116
ет,46516,116
эпоса,92567,116
Ель,13429,116
Еди,5646,116
эстраде,106163,116
ие,30884,116
Эван,30842,116
эко,6815,116
Еф,55808,116
Эвен,90833,116
Ельциным,108950,116
Эль,7070,116
Ефимова,76754,116
Енакиево,106851,116
осетин,57667,116
Энгельса,64792,116
Екатерины,24876,116
энер,2705,116
Эф,64789,116
Эко,48654,116
еди,2586,116
Эрнеста,96706,116
Эре,71592,116
Иероним,112875,116
Ежов,101454,116
Ефре,32279,116
Этан,71776,116
Ефи,24644,116
Эльвира,46688,116
Эк,8600,116
Эле,31765,116
Евф,85353,116
Эри,20201,116
Эрику,107130,116
Евгения,12168,116
ело,100332,116
Ежели,67673,116
Елисей,51339,116
Илье,71093,116
Игнат,74822,116
Екатерину,77557,116
Ив,27312,116
Эс,27079,116
Екатерин,9714,116
Эки,115555,116
ЭП,107484,116
Ев,3484,116
эшелон,65604,116
Епи,57233,116
Эн,6626,116
Евр,82234,116
эпицентр,93051,116
Енисей,38461,116
Эрик,16745,116
Эфир,107668,116
ЕК,30596,116
Экспе,30188,116
эскадрилью,118457,116
Эдик,68148,116
Евсе,56183,116
ЭКО,92919,116
эвен,99401,116
Красной,9615,117
покрасне,21332,117
красным,19796,117
Красные,44912,117
Рыжая,119910,117
Красном,64262,117
красный,13303,117
Красный,18783,117
рыжих,85710,117
Красным,93634,117
рыжей,73653,117
красных,19639,117
покраснев,88720,117
краснея,109617,117
рыжую,117227,117
рыжие,56525,117
красное,31092,117
Красную,25274,117
красном,37064,117
Красное,46259,117
покраснел,43209,117
рыже,47061,117
красному,116365,117
красно,7318,117
покраснели,114728,117
Рыжий,55803,117
рыжая,61803,117
рыжий,44394,117
красные,16525,117
красной,16779,117
Красных,82938,117
Красно,4293,117
краснеть,104969,117
Ред,14838,117
красными,25261,117
красную,29250,117
рыжего,79211,117
Памя,15187,118
Пам,38420,118
пошутил,37944,119
насмешливый,96950,119
смешно,15211,119
шуточки,84310,119
насмешки,66002,119
смешной,48555,119
Шутки,120063,119
шутки,25177,119
шутками,69922,119
комедия,38450,119
шутка,18251,119
шуткой,66813,119
шуток,39403,119
шутке,99262,119
анекдот,42012,119
смеха,25287,119
смех,15980,119
насмешливо,29859,119
юмор,40316,119
Шутка,76285,119
насме,12448,119
дразня,116831,119
Шут,34741,119
анекдо,20947,119
клоуна,57979,119
Смешно,52476,119
пошутила,99525,119
пародия,86737,119
смя,10588,119
комедий,34042,119
клоун,51575,119
смеху,69669,119
усмешкой,39805,119
шутливо,61725,119
шутил,63761,119
шутя,106128,119
пародий,90075,119
усмешка,74912,119
насмешку,99905,119
насмешли,20818,119
смешных,107446,119
смеши,23556,119
дразнить,96131,119
юмора,27088,119
смешная,83239,119
клише,79357,119
усмеха,64170,119
Смех,68473,119
клоуны,89982,119
насмешкой,87638,119
анекдоты,66757,119
сатиры,88555,119
смея,12112,119
шут,7290,119
комедию,64208,119
Забыв,119287,120
потерял,8877,120
бывшую,49926,120
забвению,117090,120
скучать,55459,120
Забудьте,107198,120
забытое,109258,120
забыл,9684,120
забыться,105859,120
бывший,5847,120
потерявших,105601,120
давно,3202,120
ностальгия,111877,120
оставлен,50909,120
бывшем,46420,120
бывшего,6665,120
забытой,116758,120
исчез,4616,120
забы,3137,120
исчеза,48213,120
Забудь,51441,120
забудет,51425,120
промахнулся,61459,120
позабыли,110562,120
забудем,65900,120
Бывшие,72376,120
бывшему,27244,120
Раньше,13424,120
Забы,41251,120
Минувшей,103283,120
забыв,27240,120
исчезал,84015,120
забудешь,90376,120
забыт,96602,120
Бывшего,99605,120
забыто,90540,120
скучает,90645,120
потерявший,86633,120
забудьте,35706,120
позабыв,85307,120
потеряли,13368,120
бывшим,19946,120
былую,92972,120
забвения,91515,120
утрачены,105052,120
бывшие,18709,120
скучаю,75586,120
скучал,75160,120
минуло,98336,120
давнего,85367,120
Бывшая,63108,120
бывшей,14813,120
потерян,75289,120
забыли,15309,120
потеряла,14951,120
позабыть,104071,120
Потеряв,91247,120
потеряна,74430,120
Давно,20786,120
Исчез,70893,120
Забыл,73303,120
прошлые,41521,120
прошлым,21933,120
исчезла,16651,120
былое,94529,120
прошлый,17476,120
давности,22176,120
исчезнут,63943,120
позабыл,67984,120
бывших,12281,120
исчезло,30291,120
прошлых,29545,120
бывшая,22392,120
потеряв,31140,120
потеряны,89421,120
забудь,22455,120
забыть,12092,120
Бывший,11613,120
надеясь,19589,121
Надеж,91476,121
наде,2152,121
Шанс,88085,121
шансы,12436,121
надея,7726,121
шансом,76956,121
Пытаюсь,102005,121
вероятный,91354,121
пытались,8449,121
надеются,26234,121
проба,57252,121
пытайся,89538,121
Пробу,61048,121
Попытки,42947,121
пытаемся,40153,121
Шансы,76713,121
Надеюсь,9510,121
пробивает,107450,121
надейся,103382,121
вероятных,76714,121
пробиваться,89137,121
Попытка,41771,121
пытаясь,8182,121
вероятным,51498,121
Пытался,89043,121
шанс,9082,121
пробует,82752,121
пытаюсь,22886,121
надеялись,35756,121
надей,76841,121
пытался,5998,121
пытаешься,53122,121
Пытаясь,52334,121
пробивается,111377,121
надеюсь,10036,121
Пробе,78052,121
шансов,16332,121
обнаружит,77686,122
ближе,7090,122
глянь,81371,122
Зри,38354,122
читаешь,61045,122
смотрел,6037,122
выглядите,81906,122
озираясь,77279,122
прогля,87615,122
видят,13547,122
Взгляд,24739,122
Видать,72375,122
Глядишь,101187,122
загляните,38781,122
погляды,20656,122
смотрела,10270,122
Поми,57416,122
следя,43749,122
видное,115481,122
гля,4152,122
взглянуть,18295,122
Следить,99575,122
Выясни,99465,122
увидят,30411,122
выглядишь,43721,122
смотрели,11405,122
навести,18004,122
следить,13362,122
Видно,25310,122
проследить,34577,122
посматри,45414,122
разгля,12915,122
Смотри,10326,122
покажи,58975,122
заверить,56126,122
видна,27423,122
взгляните,95772,122
видах,31153,122
взглядам,69084,122
глядишь,51524,122
покажите,64941,122
Извер,118159,122
следят,31145,122
Видеть,69115,122
Выгля,32218,122
взгля,1973,122
видным,109702,122
выяснить,11540,122
читай,52848,122
всматри,33671,122
заглянуть,26435,122
взгляд,3593,122
любопытная,89918,122
заметь,119283,122
оглянувшись,73402,122
смотришь,34633,122
поглядеть,61932,122
взгляде,28094,122
прочла,57509,122
поглядим,107735,122
обратимся,86050,122
Оглянувшись,104454,122
видам,26758,122
взглядах,56420,122
сравни,7918,122
Взглянув,68369,122
повидать,61456,122
Смотрю,53707,122
разглядеть,18794,122
видны,19549,122
глянув,78323,122
взгляда,14737,122
почитай,71239,122
видеть,5290,122
смотря,16942,122
видо,40299,122
увидеть,5617,122
Взгляните,81185,122
Видя,39871,122
покажем,67043,122
глядеть,52774,122
взирал,104113,122
виден,22478,122
Взгляни,91852,122
появ,5574,122
глянуть,76348,122
глядит,64408,122
взглядами,27390,122
видать,29088,122
взирая,93081,122
выглядеть,14008,122
выясни,4852,122
найдём,106408,122
заглянув,86487,122
поразился,72031,122
разгляды,14085,122
гляди,47404,122
поближе,16690,122
Покажите,71886,122
смотри,8125,122
Покажи,63416,122
поглазеть,117667,122
Увидеть,80704,122
гляжу,80781,122
взгляни,104530,122
прочесть,28046,122
взгляду,60777,122
выясним,91242,122
нагле,104499,122
чте,108057,122
следим,88041,122
погляди,112865,122
видеться,67351,122
взглядом,6704,122
прочли,94725,122
слежу,66101,122
погляжу,110419,122
находи,1527,122
чистом,34004,123
вымо,31260,123
смыть,73230,123
пери,12083,123
чистой,17115,123
промыть,80489,123
мыл,118002,123
очистке,67993,123
уборщица,112762,123
чисто,5850,123
Чисто,35793,123
уборка,71634,123
мыть,39627,123
очистка,108122,123
убраться,52297,123
мыться,92956,123
уборки,26766,123
убираться,71400,123
моют,108363,123
чистую,29950,123
помыться,108935,123
уборке,60321,123
зачистку,111756,123
очищает,110864,123
очищать,93159,123
чист,40885,123
чистку,94477,123
очищают,107030,123
умыться,109755,123
чистые,34603,123
чистое,34828,123
мыла,51573,123
Чистая,48809,123
чистый,20989,123
чисты,111044,123
мытья,90110,123
отмыванию,111337,123
очистку,99835,123
чиста,81248,123
мыло,51642,123
Чистые,109699,123
мыльной,108002,123
чистка,94276,123
Чистя,80200,123
чистая,23992,123
Чистый,62242,123
очистных,106357,123
чисток,63418,123
чистым,33018,123
чистых,43207,123
убирая,84762,123
убирает,33662,123
раздеться,84560,123
помыть,83851,123
убор,11592,123
умываль,103068,123
литра,33389,124
кислот,59757,124
цистерн,101697,124
цистерны,77589,124
кисло,7774,124
жидкой,75634,124
хлор,91696,124
кисе,104883,124
кремния,86237,124
содеян,44197,124
кален,15004,124
калия,62993,124
Кисло,52278,124
хлора,89966,124
керосин,87671,124
кислота,45335,124
эфирное,101303,124
калий,75589,124
кислоту,75523,124
добавки,66111,124
жидкостей,83195,124
жидкостью,49936,124
литровый,73938,124
глюкозы,74331,124
калит,38272,124
углеводы,106556,124
кальция,59145,124
капсуле,111434,124
сотен,13050,124
керосина,96489,124
кислой,111442,124
кислоты,27331,124
сырьевой,80075,124
капсул,98361,124
капсулы,44497,124
литровым,84257,124
натрия,48813,124
жидкость,26255,124
соды,116526,124
склоне,34726,125
вершинам,109016,125
склона,58328,125
земли,4501,125
Альпы,55969,125
горь,13166,125
пустырь,100228,125
Гео,21357,125
Земля,13044,125
вершиной,69959,125
жер,39507,125
горы,8585,125
гор,2234,125
вершины,23080,125
Горы,39785,125
склону,33484,125
Альпах,66708,125
Аляска,78403,125
карту,10955,125
скалу,57543,125
земную,82777,125
землёй,48588,125
землях,25541,125
впадины,91290,125
гори,7997,125
Вулкан,76513,125
холма,23801,125
Гора,28070,125
высотки,98707,125
иеро,26644,125
гео,4950,125
горных,23685,125
земно,82757,125
горный,40354,125
холму,108360,125
землян,45799,125
склоны,57996,125
склонах,43019,125
горными,97665,125
лавины,92075,125
скалы,20693,125
гору,20687,125
горами,36351,125
Обла,15083,125
холмы,44379,125
горные,41233,125
широты,63475,125
вулканы,116020,125
пустыре,112185,125
склон,14868,125
землю,5341,125
холм,35351,125
вершинах,90596,125
Шахты,99882,125
горную,100547,125
пейзажи,45532,125
высотах,41982,125
Аризона,64487,125
лавин,105202,125
Ареал,114404,125
плато,27421,125
горах,16271,125
скале,42535,125
вершина,51458,125
Снаружи,53411,125
Земли,8980,125
холме,38065,125
гора,22125,125
вулкан,49991,125
Гори,42626,125
хребты,109587,125
Атлас,68746,125
земляной,93637,125
лавы,85265,125
снаружи,16717,125
вершину,33593,125
вершин,39437,125
земная,88698,125
земной,22621,125
Хил,38574,125
земля,6994,125
Землю,17776,125
горным,69752,125
горная,68281,125
МТ,62361,125
Георга,36513,126
Данилы,111071,126
Алексан,54091,126
Арсений,19395,126
Алек,1403,126
Анатолию,84033,126
Арнольд,46246,126
Виктор,6210,126
Андре,4737,126
Александры,52181,126
Адриан,52026,126
Николаю,34109,126
Никола,2663,126
Ален,44177,126
Денису,86755,126
Александ,1858,126
Георг,40640,126
Ник,14314,126
Алан,25175,126
Николаем,35835,126
Виктору,43128,126
Денис,11069,126
Арсен,28009,126
Нику,35896,126
Анатолием,80420,126
Алекса,1815,126
Андрею,32094,126
Анатолий,11023,126
Денисом,84301,126
Георгию,85895,126
Георгий,13923,126
Александру,19143,126
Энрико,101805,126
Андрис,108385,126
Николая,9568,126
Нестор,75156,126
Игнатия,113494,126
Артемий,69891,126
Игнатий,83740,126
Сергий,59764,126
Архангельской,32372,126
Оскар,18700,126
Николае,45506,126
Архипов,96269,126
Адамович,113578,126
Александр,2786,126
Артему,96726,126
Ника,5923,126
Артем,13012,126
Алекс,12875,126
Александро,46926,126
Алексий,81461,126
Александром,19101,126
Флориде,57338,127
Флориан,112833,127
флейты,92719,127
Фле,43443,127
Орландо,50908,127
Фл,112839,127
Флорида,36241,127
Флориду,109152,127
Фла,16086,127
фляги,117113,127
Фли,57020,127
Флориды,55921,127
Фло,8660,127
фло,9228,127
Флавий,118090,127
флягу,92425,127
фле,26632,127
Флер,109970,127
флейта,115004,127
Горка,93152,128
бедной,40485,128
бедным,47402,128
бедняга,67353,128
увы,16682,128
горькую,96821,128
ужасен,105401,128
бедная,46693,128
нищего,95599,128
худшего,85260,128
Бедняга,81754,128
бед,5225,128
неудач,37325,128
плоха,94831,128
Хуже,38480,128
стыда,35840,128
сожалению,5962,128
отчая,11119,128
жалко,15890,128
вредно,47319,128
обескура,68581,128
хуже,5982,128
дурная,92199,128
сра,1774,128
Печально,80964,128
стыдливо,91820,128
Бедняжка,97386,128
ужасный,38922,128
плохи,59622,128
убогих,118983,128
бедную,75508,128
стыдно,16265,128
нищеты,58299,128
пожали,79816,128
бедности,26941,128
плохим,40050,128
неудачи,28837,128
отчаян,19209,128
плохие,24346,128
Жалко,46375,128
бедность,55449,128
ужасных,59677,128
Беда,46529,128
бедными,94411,128
Жаль,15684,128
жалких,93057,128
худшие,68094,128
скверно,55094,128
жалким,80826,128
ужасными,105338,128
жалкое,67273,128
бедняков,82097,128
Сра,39686,128
жалкой,82056,128
жалкие,51981,128
бедностью,110865,128
Грустно,96273,128
смущает,39739,128
жалуюсь,116226,128
нищета,75939,128
беду,30226,128
отчаянием,58703,128
Бедный,46127,128
беды,28011,128
бедняжка,89609,128
ужасные,41507,128
ужасно,13241,128
плох,56023,128
смущало,74482,128
худший,61069,128
нищету,90056,128
плохая,28519,128
дурной,45687,128
ужас,9518,128
Стыдно,72350,128
сером,48937,128
жалкий,60883,128
ужасной,44646,128
бедно,45804,128
Бед,55840,128
отчаяние,31012,128
уви,1978,128
ужасном,80574,128
бедных,26316,128
зле,114598,128
бедному,102357,128
Бедная,56338,128
горка,101821,128
Плохая,106415,128
стыд,34043,128
некрасиво,73646,128
Ужасно,64629,128
дурное,73609,128
ужасным,53485,128
худшем,49686,128
Обидно,61615,128
плохую,56756,128
Уви,12817,128
худшей,113763,128
срам,119619,128
беднягу,100469,128
Горки,99172,128
худшим,74783,128
уродливые,115112,128
ужасное,32992,128
бедняги,115689,128
подавлен,90982,128
подавлены,113013,128
бедный,35590,128
Глубо,31702,129
кри,1569,129
чудовищная,93989,129
Стук,93979,129
чёрту,116420,129
пучки,93829,129
кур,2498,129
Черто,117145,129
барышни,93723,129
тыл,31255,129
сморщи,50888,129
дикую,75767,129
газе,32361,129
бес,2499,129
гну,26158,129
Мить,116995,129
рать,88835,129
Кисе,24838,129
запек,94143,129
выпря,17744,129
шлюпке,115741,129
фок,86212,129
извер,21978,129
горький,74155,129
омерз,94011,129
Кучер,54565,129
жуткая,69423,129
опешил,69432,129
секи,76974,129
подер,21874,129
мра,6126,129
сплошную,87580,129
дря,21858,129
свал,27257,129
празд,3748,129
свалке,82710,129
удрать,75922,129
дернула,74311,129
Пух,83920,129
урод,20097,129
вспом,32426,129
враз,33543,129
спле,57086,129
стянул,72957,129
Худо,18186,129
вздер,50158,129
Вру,47859,129
блин,18372,129
громить,117493,129
мутный,115065,129
гонца,86178,129
сноп,112918,129
накоп,21288,129
захле,51963,129
полз,34447,129
пылко,91045,129
Гоп,116333,129
чепуха,77886,129
